Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Protein accession	Protein length	Locus tag
NC_000913.3	239190	239378		plus	uncharacterized gene	yafF	1450235	pseudogene				b4503
NC_000913.3	239419	240189		minus	2-oxoglutaramate amidase	yafV	946585	protein-coding		NP_414754.1	256	b0219
NC_000913.3	240343	240816		plus	periplasmic chaperone, inhibitor of vertebrate C-type lysozyme	ivy	946530	protein-coding		NP_414755.1	157	b0220
NC_000913.3	240859	243303		minus	acyl-CoA dehydrogenase	fadE	949007	protein-coding		NP_414756.2	814	b0221
NC_000913.3	243543	244121		plus	D-sedoheptulose 7-phosphate isomerase	gmhA	949134	protein-coding		NP_414757.1	192	b0222
NC_000913.3	244327	245094		plus	putative glutamine amidotransferase YafJ	yafJ	944906	protein-coding		NP_414758.1	255	b0223
NC_000913.3	245065	245805		minus	peptidoglycan meso-diaminopimelic acid protein amidase A	dpaA	944910	protein-coding		NP_414759.1	246	b0224
NC_000913.3	245961	246239		minus	ribosome-dependent mRNA interferase toxin YafQ	yafQ	944911	protein-coding		NP_414760.1	92	b0225
NC_000913.3	246242	246502		minus	antitoxin/DNA-binding transcriptional repressor DinJ	dinJ	944914	protein-coding		NP_414761.1	86	b0226
NC_000913.3	246712	247461		plus	NlpC/P60 family protein YafL	yafL	944899	protein-coding		NP_414762.1	249	b0227
NC_000913.3	247637	248134		plus	REP-associated tyrosine transposase	rayT	944913	protein-coding		NP_414763.1	165	b0228
NC_000913.3	248358	250070		minus	uncharacterized gene	lfhA	944908	pseudogene				b0229
NC_000913.3	250072	250827		plus	uncharacterized gene	lafU	944921	pseudogene				b0230
NC_000913.3	250898	251953		plus	DNA polymerase IV	dinB	944922	protein-coding		NP_414766.1	351	b0231
NC_000913.3	252005	252298		plus	antitoxin YafN	yafN	944920	protein-coding		NP_414767.1	97	b0232
NC_000913.3	252301	252699		plus	ribosome-dependent mRNA interferase toxin YafO	yafO	944916	protein-coding		NP_414768.1	132	b0233
NC_000913.3	252709	253161		plus	putative N-acetyltransferase YafP	yafP	944912	protein-coding		NP_414769.1	150	b0234
NC_000913.3	253467	253733		plus	uncharacterized gene	ykfJ	944924	pseudogene				b0235
NC_000913.3	253702	254202		plus	uncharacterized gene	prfH	947374	pseudogene				b0236
NC_000913.3	254259	255716		minus	peptidase D	pepD	945013	protein-coding		NP_414772.1	485	b0237
NC_000913.3	255977	256435		plus	xanthine-guanine phsophoribosyltransferase	gpt	944817	protein-coding		NP_414773.1	152	b0238
NC_000913.3	256527	257771		plus	fermentation-respiration switch protein	frsA	946039	protein-coding		NP_414774.1	414	b0239
NC_000913.3	257829	259006		plus	uncharacterized gene	crl	945077	pseudogene				b0240
NC_000913.3	257923	258426		minus	IS1 family transposase B	insB9	38094937	protein-coding		YP_009518739.1	167	b4710
NC_000913.3	258345	258620		minus	IS1 family repressor TnpA	insA9	38094938	protein-coding		YP_009518740.1	91	b4709
NC_000913.3	259045	260100		minus	outer membrane porin PhoE	phoE	944926	protein-coding		NP_414776.1	351	b0241
NC_000913.3	260388	261491		plus	glutamate 5-kinase	proB	946425	protein-coding		NP_414777.1	367	b0242
NC_000913.3	261503	262756		plus	glutamate-5-semialdehyde dehydrogenase	proA	946680	protein-coding		NP_414778.1	417	b0243
NC_000913.3	262871	262946		plus	tRNA-Thr	thrW	947202	tRNA				b0244
NC_000913.3	263150	263212		minus	uncharacterized gene	ykfN	5625552	pseudogene				b4626
NC_000913.3	263328	263669		minus	toxin of the YkfI-YafW toxin-antitoxin system	ykfI	946726	protein-coding		NP_414779.1	113	b0245
NC_000913.3	263690	264007		minus	antitoxin of the YkfI-YafW toxin-antitoxin pair	yafW	944929	protein-coding		NP_414780.1	105	b0246
NC_000913.3	264026	264247		minus	DUF987 domain-containing protein YkfH	ykfH	1450236	protein-coding		YP_588435.1	73	b4504
NC_000913.3	264256	264732		minus	RadC-like JAB domain-containing protein YkfG	ykfG	944930	protein-coding		NP_414781.1	158	b0247
NC_000913.3	264748	265206		minus	protein YafX	yafX	944931	protein-coding		NP_414782.1	152	b0248
NC_000913.3	265304	265543		minus	protein YkfF	ykfF	948839	protein-coding		NP_414783.1	79	b0249
NC_000913.3	265620	266087		minus	protein YkfB	ykfB	946846	protein-coding		NP_414784.1	155	b0250
NC_000913.3	266110	266553		minus	inner membrane lipoprotein YafY	yafY	944934	protein-coding		NP_414785.4	147	b0251
NC_000913.3	266553	266774		minus	uncharacterized gene	ykfL	5625553	pseudogene				b4627
NC_000913.3	266776	266967		minus	uncharacterized gene	ykfK	5625554	pseudogene				b4628
NC_000913.3	267184	268005		minus	DUF932 domain-containing protein YafZ	yafZ	945373	protein-coding		NP_414786.4	273	b0252
NC_000913.3	268097	268960		minus	putative GTP-binding protein YkfA	ykfA	949004	protein-coding		NP_414787.4	287	b0253
NC_000913.3	269289	270182		minus	putative transcriptional regulator PerR	perR	945417	protein-coding		NP_414788.1	297	b0254
NC_000913.3	270278	272190		plus	uncharacterized gene	insN	5061501	pseudogene				b4587
NC_000913.3	270603	271754		plus	IS30 family transposase	insI1	949005	protein-coding		NP_414790.1	383	b0256
NC_000913.3	272580	272654		plus	small RNA EyeA	eyeA	7751631	ncRNA				b4690
NC_000913.3	272847	273992		plus	PF00078 domain-containing protein YkfC	ykfC	944940	protein-coding		YP_009518741.1	381	b0258
NC_000913.3	274101	275081		minus	IS5 family transposase and trans-activator	insH1	944941	protein-coding		NP_414793.2	326	b0259
NC_000913.3	275325	276728		plus	S-methyl-L-methionine transporter	mmuP	946284	protein-coding		NP_414794.4	467	b0260
NC_000913.3	276715	277647		plus	homocysteine S-methyltransferase	mmuM	946143	protein-coding		NP_414795.1	310	b0261
NC_000913.3	277756	278802		minus	ABC transporter ATP-binding protein AfuC	afuC	947676	protein-coding		NP_414796.2	348	b0262
NC_000913.3	278814	279162		minus	uncharacterized gene	afuB	947073	pseudogene				b0263
NC_000913.3	279178	279681		minus	IS1 family protein InsB	insB2	947698	protein-coding		NP_414798.1	167	b0264
NC_000913.3	279600	279875		minus	IS1 family protein InsA	insA2	944946	protein-coding		NP_414799.1	91	b0265
NC_000913.3	279931	280104		plus	uncharacterized gene	insI2	14678508	pseudogene				b4708
NC_000913.3	280114	280362		minus	uncharacterized gene	insX	1450237	pseudogene				b4505
NC_000913.3	280385	280735		minus	orphan antitoxin YagB	yagB	944944	protein-coding		YP_009518742.1	116	b0266
NC_000913.3	280829	281983		minus	integrase core domain-containing protein YagA	yagA	944937	protein-coding		NP_414801.1	384	b0267
NC_000913.3	282278	283186		plus	putative 2-dehydro-3-deoxygluconate aldolase	yagE	944925	protein-coding		NP_414802.2	302	b0268
NC_000913.3	283201	285168		plus	D-xylonate dehydratase	yagF	944928	protein-coding		NP_414803.1	655	b0269
NC_000913.3	285395	286777		plus	putative D-xylonate transporter YagG	yagG	944947	protein-coding		NP_414804.1	460	b0270
NC_000913.3	286789	288399		plus	putative xylosidase/arabinosidase	yagH	944949	protein-coding		NP_414805.1	536	b0271
NC_000913.3	288404	289162		minus	DNA-binding transcriptional repressor XynR	xynR	945016	protein-coding		NP_414806.1	252	b0272
NC_000913.3	289301	290305		minus	ornithine carbamoyltransferase ArgF	argF	944844	protein-coding		NP_414807.1	334	b0273
NC_000913.3	290275	290370		minus	putative translational regulatory protein ArgL	argL	63925624	protein-coding		YP_010051174.1	31	b4766
NC_000913.3	290510	290638		plus	protein YkgS	ykgS	7751632	protein-coding		YP_009518743.1	42	b4688
NC_000913.3	290649	291152		minus	IS1 family protein InsB	insB3	944950	protein-coding		NP_414808.1	167	b0274
NC_000913.3	291071	291346		minus	IS1 family protein InsA	insA3	944951	protein-coding		NP_414809.1	91	b0275
NC_000913.3	291500	292231		plus	protein YagJ	yagJ	949094	protein-coding		YP_009518744.1	243	b0276
NC_000913.3	292322	292948		minus	uncharacterized protein YagK	yagK	945847	protein-coding		NP_414811.1	208	b0277
NC_000913.3	293220	293918		minus	resolvase-like catalytic domain-containing protein YagL	yagL	945845	protein-coding		NP_414812.1	232	b0278
NC_000913.3	293945	294799		minus	protein YagM	yagM	944959	protein-coding		NP_414813.1	284	b0279
NC_000913.3	294918	295142		minus	protein YkgV	ykgV	38094939	protein-coding		YP_009518745.1	74	b4729
NC_000913.3	295139	295579		minus	protein YagN	yagN	945349	protein-coding		NP_414814.1	146	b0280
NC_000913.3	295696	297096		minus	putative phage integrase	intF	947351	protein-coding		NP_414815.1	466	b0281
NC_000913.3	297381	297791		minus	putative LysR family substrate binding domain-containing protein YagP	yagP	947411	protein-coding		YP_009518746.1	136	b0282
NC_000913.3	297770	298726		minus	molybdenum cofactor insertion chaperone PaoD	paoD	945010	protein-coding		NP_414817.1	318	b0283
NC_000913.3	298736	300934		minus	aldehyde dehydrogenase: molybdenum cofactor-binding subunit	paoC	944961	protein-coding		NP_414818.1	732	b0284
NC_000913.3	300931	301887		minus	aldehyde dehydrogenase, FAD-binding subunit	paoB	945710	protein-coding		NP_414819.1	318	b0285
NC_000913.3	301884	302573		minus	aldehyde dehydrogenase, Fe-S subunit	paoA	945330	protein-coding		NP_414820.1	229	b0286
NC_000913.3	302991	303605		plus	DUF1440 domain-containing inner membrane protein YagU	yagU	945677	protein-coding		NP_414821.1	204	b0287
NC_000913.3	303853	304182		minus	putative metal-chelating domain-containing protein YkgJ	ykgJ	945905	protein-coding		NP_414822.1	109	b0288
NC_000913.3	304495	305205		minus	putative fimbrial chaperone EcpE	ecpE	946631	protein-coding		NP_414823.2	236	b0289
NC_000913.3	305174	306817		minus	fimbrial adhesin EcpD	ecpD	947349	protein-coding		NP_414824.1	547	b0290
NC_000913.3	306807	309332		minus	putative fimbrial usher protein EcpC	ecpC	947606	protein-coding		NP_414825.1	841	b0291
NC_000913.3	309358	310026		minus	putative fimbrial chaperone EcpB	ecpB	948806	protein-coding		NP_414826.1	222	b0292
NC_000913.3	310084	310671		minus	common pilus major subunit	ecpA	948759	protein-coding		NP_414827.1	195	b0293
NC_000913.3	310746	311336		minus	DNA-binding transcriptional dual regulator MatA	matA	944966	protein-coding		NP_414828.1	196	b0294
NC_000913.3	312112	312339		plus	uncharacterized protein YkgL	ykgL	944962	protein-coding		NP_414829.1	75	b0295
NC_000913.3	312374	312514		minus	50S ribosomal subunit protein L36B	ykgO	1450238	protein-coding		YP_588437.1	46	b4506
NC_000913.3	312514	312777		minus	50S ribosomal subunit protein L31B	ykgM	944960	protein-coding		NP_414830.1	87	b0296
NC_000913.3	313141	313242		minus	putative membrane protein YkgR	ykgR	7751635	protein-coding		YP_002791238.1	33	b4671
NC_000913.3	313716	313805		minus	uncharacterized gene	ykgP	5625556	pseudogene				b4630
NC_000913.3	314357	315244		plus	uncharacterized gene	eaeH	944957	pseudogene				b0297
NC_000913.3	315291	315590		plus	IS3 element protein InsE	insE1	944952	protein-coding		NP_414832.2	99	b0298
NC_000913.3	315587	316453		plus	IS3 element protein InsF	insF1	944948	protein-coding		NP_414833.1	288	b0299
NC_000913.3	316450	317136		minus	uncharacterized gene	ykgA	944956	pseudogene				b0300
NC_000913.3	317439	317567		plus	uncharacterized gene	ykgQ	5625557	pseudogene				b4631
NC_000913.3	317726	318319		minus	DUF417 domain-containing inner membrane protein RclC	rclC	944974	protein-coding		NP_414835.2	197	b0301
NC_000913.3	318331	318567		minus	DUF1471 domain-containing protein RclB	rclB	945658	protein-coding		NP_414837.2	78	b0303
NC_000913.3	318676	320001		minus	cupric reductase RclA	rclA	946092	protein-coding		NP_414838.2	441	b0304
NC_000913.3	320227	321081		plus	DNA-binding transcriptional activator RclR	rclR	945616	protein-coding		NP_414839.1	284	b0305
NC_000913.3	321608	322327		plus	putative lactate utilization oxidoreductase YkgE	ykgE	948438	protein-coding		NP_414840.1	239	b0306
NC_000913.3	322338	323765		plus	putative amino acid dehydrogenase with NAD(P)-binding domain and ferridoxin-like domain	ykgF	944980	protein-coding		NP_414841.1	475	b0307
NC_000913.3	323758	324453		plus	DUF162 domain-containing lactate utilization protein YkgG	ykgG	945906	protein-coding		NP_414842.4	231	b0308
NC_000913.3	324696	325364		minus	uncharacterized protein YkgH	ykgH	947513	protein-coding		NP_414844.1	222	b0310
NC_000913.3	325577	327247		minus	choline dehydrogenase	betA	945716	protein-coding		NP_414845.1	556	b0311
NC_000913.3	327261	328733		minus	betaine aldehyde dehydrogenase	betB	947376	protein-coding		NP_414846.1	490	b0312
NC_000913.3	328747	329334		minus	DNA-binding transcriptional repressor BetI	betI	944981	protein-coding		NP_414847.3	195	b0313
NC_000913.3	329463	331496		plus	choline:H(+) symporter	betT	945079	protein-coding		NP_414848.1	677	b0314
NC_000913.3	331802	331876		plus	protein YahV	yahV	38094940	protein-coding		YP_009518747.1	24	b4730
NC_000913.3	332371	333459		plus	DNA-binding transcriptional regulator/c-di-GMP phosphodiesterase PdeL	pdeL	947459	protein-coding		NP_414849.1	362	b0315
NC_000913.3	333501	334433		minus	putative LysR-type DNA-binding transcriptional regulator YahB	yahB	945278	protein-coding		NP_414850.1	310	b0316
NC_000913.3	334525	335022		minus	uncharacterized protein YahC	yahC	947337	protein-coding		NP_414851.1	165	b0317
NC_000913.3	335280	335885		plus	ankyrin repeat-containing protein YahD	yahD	947681	protein-coding		NP_414852.1	201	b0318
NC_000913.3	335925	336788		plus	DUF2877 domain-containing protein YahE	yahE	947134	protein-coding		NP_414853.1	287	b0319
NC_000913.3	336778	338325		plus	putative acyl-CoA synthetase YahF	yahF	947298	protein-coding		NP_414854.1	515	b0320
NC_000913.3	338325	339743		plus	DUF1116 domain-containing protein YahG	yahG	945379	protein-coding		NP_414855.1	472	b0321
NC_000913.3	339769	340089		plus	putative uncharacterized protein YahH	yahH	945035	protein-coding		YP_009518748.2	106	b0322
NC_000913.3	340165	341115		plus	carbamate kinase-like protein YahI	yahI	944984	protein-coding		NP_414857.1	316	b0323
NC_000913.3	341125	342507		plus	amidohydrolase family protein YahJ	yahJ	944976	protein-coding		NP_414858.1	460	b0324
NC_000913.3	342884	343933		plus	aldehyde reductase, NADPH-dependent	yahK	944975	protein-coding		NP_414859.1	349	b0325
NC_000913.3	344176	344991		plus	uncharacterized protein YahL	yahL	944970	protein-coding		NP_414860.1	271	b0326
NC_000913.3	345404	345649		plus	uncharacterized protein YahM	yahM	944969	protein-coding		NP_414861.2	81	b0327
NC_000913.3	345666	346337		minus	putative amino acid exporter YahN	yahN	944968	protein-coding		NP_414862.1	223	b0328
NC_000913.3	346484	346759		plus	DUF1471 domain-containing protein YahO	yahO	944985	protein-coding		NP_414863.1	91	b0329
NC_000913.3	346857	348443		minus	DNA-binding transcriptional dual regulator PrpR	prpR	944987	protein-coding		NP_414864.1	528	b0330
NC_000913.3	348682	349572		plus	2-methylisocitrate lyase	prpB	944990	protein-coding		NP_414865.1	296	b0331
NC_000913.3	350012	351181		plus	2-methylcitrate synthase	prpC	947528	protein-coding		NP_414867.1	389	b0333
NC_000913.3	351215	352666		plus	2-methylcitrate dehydratase	prpD	945931	protein-coding		NP_414868.1	483	b0334
NC_000913.3	352706	354592		plus	propionyl-CoA synthetase	prpE	946891	protein-coding		NP_414869.1	628	b0335
NC_000913.3	354922	356181		plus	cytosine transporter	codB	944994	protein-coding		NP_414870.1	419	b0336
NC_000913.3	356171	357454		plus	cytosine/isoguanine deaminase	codA	944996	protein-coding		NP_414871.1	427	b0337
NC_000913.3	357791	358690		minus	DNA-binding transcriptional dual regulator CynR	cynR	945001	protein-coding		NP_414872.3	299	b0338
NC_000913.3	358799	359458		plus	carbonic anhydrase 1	cynT	946548	protein-coding		NP_414873.1	219	b0339
NC_000913.3	359489	359959		plus	cyanase	cynS	948998	protein-coding		NP_414874.1	156	b0340
NC_000913.3	359992	361146		plus	cyanate transporter	cynX	946770	protein-coding		NP_414875.1	384	b0341
NC_000913.3	361249	361860		minus	galactoside O-acetyltransferase	lacA	945674	protein-coding		NP_414876.1	203	b0342
NC_000913.3	361926	363179		minus	lactose permease	lacY	949083	protein-coding		NP_414877.1	417	b0343
NC_000913.3	363231	366305		minus	beta-galactosidase	lacZ	945006	protein-coding		NP_414878.1	1024	b0344
NC_000913.3	366428	367510		minus	DNA-binding transcriptional repressor LacI	lacI	945007	protein-coding		NP_414879.3	360	b0345
NC_000913.3	367587	368420		minus	DNA-binding transcriptional activator MhpR	mhpR	945938	protein-coding		NP_414880.2	277	b0346
NC_000913.3	368611	370275		plus	3-(3-hydroxyphenyl)propanoate hydroxylase	mhpA	945197	protein-coding		NP_414881.1	554	b0347
NC_000913.3	370277	371221		plus	3-carboxyethylcatechol 2,3-dioxygenase	mhpB	945047	protein-coding		NP_414882.1	314	b0348
NC_000913.3	371239	372105		plus	2-hydroxy-6-ketonona-2,4-dienedioate hydrolase	mhpC	944954	protein-coding		NP_414883.5	288	b0349
NC_000913.3	372115	372924		plus	2-hydroxypentadienoate hydratase	mhpD	944768	protein-coding		NP_414884.2	269	b0350
NC_000913.3	372921	373871		plus	acetaldehyde dehydrogenase (acetylating) MhpF	mhpF	945008	protein-coding		NP_414885.1	316	b0351
NC_000913.3	373868	374881		plus	4-hydroxy-2-oxovalerate aldolase	mhpE	945012	protein-coding		NP_414886.1	337	b0352
NC_000913.3	375459	376670		plus	3-hydroxyphenylpropionate/3-hydroxycinnamate:H(+) symporter	mhpT	944997	protein-coding		NP_414887.2	403	b0353
NC_000913.3	376772	377311		plus	DUF2058 domain-containing protein YaiL	yaiL	944993	protein-coding		NP_414888.4	179	b0354
NC_000913.3	377535	378368		minus	S-formylglutathione hydrolase FrmB	frmB	944991	protein-coding		NP_414889.1	277	b0355
NC_000913.3	378462	379571		minus	S-(hydroxymethyl)glutathione dehydrogenase	frmA	944988	protein-coding		NP_414890.1	369	b0356
NC_000913.3	379606	379881		minus	DNA-binding transcriptional repressor FrmR	frmR	944986	protein-coding		NP_414891.4	91	b0357
NC_000913.3	380069	380842		minus	outer membrane protein YaiO	yaiO	945014	protein-coding		NP_414892.1	257	b0358
NC_000913.3	380844	382872		minus	uncharacterized gene	yaiX	4056039	pseudogene				b4579
NC_000913.3	381351	381716		plus	IS2 element protein InsA	insC1	945025	protein-coding		NP_414894.2	121	b0360
NC_000913.3	381674	382579		plus	IS2 element protein	insD1	945203	protein-coding		NP_414895.1	301	b0361
NC_000913.3	382739	383935		minus	putative glucosyltransferase	yaiP	945308	protein-coding		NP_414897.1	398	b0363
NC_000913.3	383960	384079		plus	protein YkiC	ykiC	38094941	protein-coding		YP_009518749.1	39	b4731
NC_000913.3	384059	384616		minus	putative deacetylase YaiS	yaiS	946967	protein-coding		NP_414898.4	185	b0364
NC_000913.3	385232	386194		plus	taurine ABC transporter periplasmic binding protein	tauA	945030	protein-coding		NP_414899.2	320	b0365
NC_000913.3	386207	386974		plus	taurine ABC transporter ATP binding subunit	tauB	945027	protein-coding		NP_414900.1	255	b0366
NC_000913.3	386971	387798		plus	taurine ABC transporter membrane subunit	tauC	945026	protein-coding		NP_414901.1	275	b0367
