,locus,symbol,ncbi,metadata_idx,semisup_idx,iml1515_idx,precise1k_idx
344,b0320,yahF,['NC_000913.3_cds_NP_414854.1_315'],[],293,-1,321
345,b0321,yahG,['NC_000913.3_cds_NP_414855.1_316'],[],294,-1,322
346,b0322,yahH,['NC_000913.3_cds_YP_009518748.2_317'],[],-1,-1,323
347,b0323,yahI,['NC_000913.3_cds_NP_414857.1_318'],[],295,-1,324
348,b0324,yahJ,['NC_000913.3_cds_NP_414858.1_319'],[],296,-1,325
349,b0325,yahK,['NC_000913.3_cds_NP_414859.1_320'],[],297,114,326
350,b0326,yahL,['NC_000913.3_cds_NP_414860.1_321'],[],298,-1,327
351,b0327,yahM,['NC_000913.3_cds_NP_414861.2_322'],[],299,-1,328
352,b0328,yahN,['NC_000913.3_cds_NP_414862.1_323'],[],300,-1,329
353,b0329,yahO,['NC_000913.3_cds_NP_414863.1_324'],[],301,-1,330
354,b0330,prpR,['NC_000913.3_cds_NP_414864.1_325'],[],302,-1,331
355,b0331,prpB,['NC_000913.3_cds_NP_414865.1_326'],[],-1,115,332
356,b0333,prpC,['NC_000913.3_cds_NP_414867.1_327'],[],303,116,333
357,b0334,prpD,['NC_000913.3_cds_NP_414868.1_328'],[],304,117,334
358,b0335,prpE,['NC_000913.3_cds_NP_414869.1_329'],[],305,118,335
359,b0336,codB,['NC_000913.3_cds_NP_414870.1_330'],[],306,119,336
360,b0337,codA,['NC_000913.3_cds_NP_414871.1_331'],[],307,120,337
361,b0338,cynR,['NC_000913.3_cds_NP_414872.3_332'],[],-1,-1,338
362,b0339,cynT,['NC_000913.3_cds_NP_414873.1_333'],[],308,121,339
363,b0340,cynS,['NC_000913.3_cds_NP_414874.1_334'],[],309,122,340
364,b0341,cynX,['NC_000913.3_cds_NP_414875.1_335'],[],310,123,341
365,b0342,lacA,['NC_000913.3_cds_NP_414876.1_336'],[],311,-1,342
366,b0343,lacY,['NC_000913.3_cds_NP_414877.1_337'],[],-1,124,343
367,b0344,lacZ,['NC_000913.3_cds_NP_414878.1_338'],[],312,125,344
368,b0345,lacI,['NC_000913.3_cds_NP_414879.3_339'],[],313,-1,345
369,b0346,mhpR,['NC_000913.3_cds_NP_414880.2_340'],[],314,-1,346
370,b0347,mhpA,['NC_000913.3_cds_NP_414881.1_341'],[],315,126,347
371,b0348,mhpB,['NC_000913.3_cds_NP_414882.1_342'],[],316,127,348
372,b0349,mhpC,['NC_000913.3_cds_NP_414883.5_343'],[],317,128,349
373,b0350,mhpD,['NC_000913.3_cds_NP_414884.2_344'],[],318,129,350
374,b0351,mhpF,['NC_000913.3_cds_NP_414885.1_345'],[],319,130,351
375,b0352,mhpE,['NC_000913.3_cds_NP_414886.1_346'],[],320,131,352
376,b0353,mhpT,['NC_000913.3_cds_NP_414887.2_347'],[],321,132,353
377,b0354,yaiL,['NC_000913.3_cds_NP_414888.4_348'],[],322,-1,354
378,b0355,frmB,['NC_000913.3_cds_NP_414889.1_349'],[],323,133,355
379,b0356,frmA,['NC_000913.3_cds_NP_414890.1_350'],[],324,134,356
380,b0357,frmR,['NC_000913.3_cds_NP_414891.4_351'],[],325,-1,357
381,b0358,yaiO,['NC_000913.3_cds_NP_414892.1_352'],[],326,-1,358
382,b4579,yaiX,['NC_000913.3_cds_b4579_353'],[],328,-1,359
383,b0360,insC1,['NC_000913.3_cds_NP_414894.2_354'],[],-1,-1,360
384,b0361,insD1,['NC_000913.3_cds_NP_414895.1_355'],[],-1,-1,361
385,b0363,yaiP,['NC_000913.3_cds_NP_414897.1_356'],[],329,-1,362
386,b4731,ykiC,['NC_000913.3_cds_YP_009518749.1_357'],[],-1,-1,363
387,b0364,yaiS,['NC_000913.3_cds_NP_414898.4_358'],[],330,-1,364
388,b0365,tauA,['NC_000913.3_cds_NP_414899.2_359'],[],-1,135,365
389,b0366,tauB,['NC_000913.3_cds_NP_414900.1_360'],[],331,136,366
390,b0367,tauC,['NC_000913.3_cds_NP_414901.1_361'],[],332,137,367
391,b0368,tauD,['NC_000913.3_cds_NP_414902.1_362'],[],333,138,368
392,b0369,hemB,['NC_000913.3_cds_NP_414903.4_363'],[],334,139,369
393,b4580,yaiT,['NC_000913.3_cds_b4580_364'],[],335,-1,370
394,b4767,ytiB,['NC_000913.3_cds_YP_010051175.1_365'],[],-1,-1,-1
395,b0372,insF2,['NC_000913.3_cds_NP_414906.1_366'],[],-1,-1,371
396,b0373,insE2,['NC_000913.3_cds_NP_414907.2_367'],[],-1,-1,372
397,b0375,iprA,['NC_000913.3_cds_NP_414909.2_368'],[],336,-1,373
398,b0376,ampH,['NC_000913.3_cds_NP_414910.1_369'],[],337,140,374
399,b0377,sbmA,['NC_000913.3_cds_NP_414911.1_370'],[],338,-1,375
400,b0378,yaiW,['NC_000913.3_cds_NP_414912.1_371'],[],339,-1,376
401,b0379,yaiY,['NC_000913.3_cds_NP_414913.1_372'],[],340,-1,377
402,b0380,yaiZ,['NC_000913.3_cds_NP_414914.2_373'],[],341,-1,378
403,b0381,ddlA,['NC_000913.3_cds_NP_414915.1_374'],[],342,141,379
404,b0382,iraP,['NC_000913.3_cds_NP_414916.1_375'],[],343,-1,380
405,b0383,phoA,['NC_000913.3_cds_NP_414917.2_376'],[],344,142,381
406,b0384,psiF,['NC_000913.3_cds_NP_414918.4_377'],[],345,-1,382
407,b0385,dgcC,['NC_000913.3_cds_NP_414919.1_378'],[],346,-1,383
408,b0386,proC,['NC_000913.3_cds_NP_414920.1_379'],[],347,143,384
409,b0387,yaiI,['NC_000913.3_cds_NP_414921.2_380'],[],348,-1,385
410,b0388,aroL,['NC_000913.3_cds_NP_414922.1_381'],[],349,144,386
411,b0389,yaiA,['NC_000913.3_cds_NP_414923.1_382'],[],350,-1,387
412,b0390,aroM,['NC_000913.3_cds_NP_414924.1_383'],[],351,-1,388
413,b0391,ppnP,['NC_000913.3_cds_NP_414925.1_384'],[],352,-1,389
414,b0392,ykiA,[],[],353,-1,390
415,b4732,ykiD,['NC_000913.3_cds_YP_009518750.1_385'],[],-1,-1,391
416,b0393,rdgC,['NC_000913.3_cds_NP_414927.1_386'],[],354,-1,392
417,b0394,mak,['NC_000913.3_cds_NP_414928.2_387'],[],355,145,393
418,b0396,araJ,['NC_000913.3_cds_NP_414930.3_388'],[],356,-1,394
419,b0397,sbcC,['NC_000913.3_cds_NP_414931.1_389'],[],357,-1,395
420,b0398,sbcD,['NC_000913.3_cds_NP_414932.1_390'],[],358,-1,396
421,b0399,phoB,['NC_000913.3_cds_NP_414933.1_391'],[],359,-1,397
422,b0400,phoR,['NC_000913.3_cds_NP_414934.1_392'],[],360,-1,398
423,b0401,brnQ,['NC_000913.3_cds_NP_414935.1_393'],[],361,146,399
424,b0402,proY,['NC_000913.3_cds_NP_414936.1_394'],[],362,147,400
425,b0403,malZ,['NC_000913.3_cds_NP_414937.2_395'],[],363,148,401
426,b0404,acpH,['NC_000913.3_cds_NP_414938.1_396'],[],364,149,402
427,b0405,queA,['NC_000913.3_cds_NP_414939.1_397'],[],365,-1,403
428,b0406,tgt,['NC_000913.3_cds_NP_414940.1_398'],[],366,-1,404
429,b0407,yajC,['NC_000913.3_cds_NP_414941.1_399'],[],367,-1,405
430,b0408,secD,['NC_000913.3_cds_NP_414942.1_400'],[],368,-1,406
431,b0409,secF,['NC_000913.3_cds_NP_414943.1_401'],[],369,-1,407
432,b0410,yajD,['NC_000913.3_cds_NP_414944.1_402'],[],370,-1,408
433,b0411,tsx,['NC_000913.3_cds_NP_414945.1_403'],[],371,150,409
434,b0412,yajI,['NC_000913.3_cds_NP_414946.4_404'],[],372,-1,410
435,b0413,nrdR,['NC_000913.3_cds_NP_414947.1_405'],[],373,-1,411
436,b0414,ribD,['NC_000913.3_cds_NP_414948.1_406'],[],375,151,412
437,b0415,ribE,['NC_000913.3_cds_NP_414949.1_407'],[],-1,152,413
438,b0416,nusB,['NC_000913.3_cds_NP_414950.1_408'],[],376,-1,414
439,b0417,thiL,['NC_000913.3_cds_NP_414951.1_409'],[],377,153,415
440,b0418,pgpA,['NC_000913.3_cds_NP_414952.1_410'],[],378,154,416
441,b0419,yajO,['NC_000913.3_cds_NP_414953.2_411'],[],379,-1,417
442,b0420,dxs,['NC_000913.3_cds_NP_414954.1_412'],[],380,155,418
443,b0421,ispA,['NC_000913.3_cds_NP_414955.1_413'],[],381,156,419
444,b0422,xseB,['NC_000913.3_cds_NP_414956.1_414'],[],382,-1,420
445,b0423,thiI,['NC_000913.3_cds_NP_414957.1_415'],[],383,157,421
446,b0424,yajL,['NC_000913.3_cds_NP_414958.4_416'],[],384,-1,422
447,b0425,panE,['NC_000913.3_cds_NP_414959.1_417'],[],385,158,423
448,b0426,yajQ,['NC_000913.3_cds_NP_414960.2_418'],[],386,-1,424
449,b0427,yajR,['NC_000913.3_cds_NP_414961.4_419'],[],387,-1,425
450,b0428,cyoE,['NC_000913.3_cds_NP_414962.1_420'],[],388,159,426
451,b0429,cyoD,['NC_000913.3_cds_NP_414963.1_421'],[],389,160,427
452,b0430,cyoC,['NC_000913.3_cds_NP_414964.1_422'],[],390,161,428
453,b0431,cyoB,['NC_000913.3_cds_NP_414965.1_423'],[],391,162,429
454,b0432,cyoA,['NC_000913.3_cds_NP_414966.1_424'],[],392,163,430
455,b0433,ampG,['NC_000913.3_cds_NP_414967.1_425'],[],393,164,431
456,b0434,yajG,['NC_000913.3_cds_NP_414968.4_426'],[],394,-1,432
457,b0435,bolA,['NC_000913.3_cds_NP_414969.4_427'],[],395,-1,433
458,b0436,tig,['NC_000913.3_cds_NP_414970.1_428'],[],396,-1,434
459,b0437,clpP,['NC_000913.3_cds_NP_414971.1_429'],[],397,-1,435
460,b0438,clpX,['NC_000913.3_cds_NP_414972.1_430'],[],398,-1,436
461,b0439,lon,['NC_000913.3_cds_NP_414973.1_431'],[],399,-1,437
462,b0440,hupB,['NC_000913.3_cds_NP_414974.1_432'],[],400,-1,438
463,b0441,ppiD,['NC_000913.3_cds_NP_414975.1_433'],[],-1,-1,439
464,b0442,ybaV,['NC_000913.3_cds_NP_414976.1_434'],[],401,-1,440
465,b0443,fadM,['NC_000913.3_cds_NP_414977.1_435'],[],402,-1,441
466,b0444,queC,['NC_000913.3_cds_NP_414978.1_436'],[],403,165,442
467,b0445,ybaE,['NC_000913.3_cds_NP_414979.1_437'],[],-1,-1,443
468,b0446,cof,['NC_000913.3_cds_NP_414980.2_438'],[],404,166,444
469,b0447,decR,['NC_000913.3_cds_NP_414981.4_439'],[],405,-1,445
470,b0448,mdlA,['NC_000913.3_cds_NP_414982.1_440'],[],406,-1,446
471,b0449,mdlB,['NC_000913.3_cds_NP_414983.1_441'],[],407,-1,447
472,b0450,glnK,['NC_000913.3_cds_NP_414984.1_442'],[],408,-1,448
473,b0451,amtB,['NC_000913.3_cds_NP_414985.1_443'],[],409,167,449
474,b0452,tesB,['NC_000913.3_cds_NP_414986.1_444'],[],410,168,450
475,b0453,ybaY,['NC_000913.3_cds_NP_414987.3_445'],[],411,-1,451
476,b0454,ybaZ,['NC_000913.3_cds_NP_414988.1_446'],[],412,-1,452
477,b0455,ffs,[],[],-1,-1,-1
478,b0456,ybaA,['NC_000913.3_cds_NP_414989.1_447'],[],413,-1,453
479,b0457,pdeB,['NC_000913.3_cds_NP_414990.2_448'],[],414,-1,454
480,b0458,ylaC,['NC_000913.3_cds_NP_414991.4_449'],[],415,-1,455
481,b0459,maa,['NC_000913.3_cds_NP_414992.1_450'],[],416,169,456
482,b0460,hha,['NC_000913.3_cds_NP_414993.1_451'],[],417,-1,457
483,b0461,tomB,['NC_000913.3_cds_NP_414994.1_452'],[],418,-1,458
484,b0462,acrB,['NC_000913.3_cds_NP_414995.1_453'],[],419,170,459
485,b0463,acrA,['NC_000913.3_cds_NP_414996.1_454'],[],420,171,460
486,b0464,acrR,['NC_000913.3_cds_NP_414997.1_455'],[],421,-1,461
487,b0465,mscK,['NC_000913.3_cds_NP_414998.1_456'],[],-1,172,462
488,b0466,ybaM,['NC_000913.3_cds_NP_414999.1_457'],[],422,-1,463
489,b0467,priC,['NC_000913.3_cds_NP_415000.1_458'],[],423,-1,464
490,b0468,ybaN,['NC_000913.3_cds_NP_415001.1_459'],[],424,-1,465
491,b0469,apt,['NC_000913.3_cds_NP_415002.1_460'],[],425,173,466
492,b0470,dnaX,"['NC_000913.3_cds_NP_415003.1_461', 'NC_000913.3_cds_YP_009518751.1_462']",[],426,-1,467
493,b0471,ybaB,['NC_000913.3_cds_NP_415004.1_463'],[],427,-1,468
494,b0472,recR,['NC_000913.3_cds_NP_415005.1_464'],[],428,-1,469
495,b0473,htpG,['NC_000913.3_cds_NP_415006.1_465'],[],429,-1,470
496,b0474,adk,['NC_000913.3_cds_NP_415007.1_466'],[],430,174,471
497,b0475,hemH,['NC_000913.3_cds_NP_415008.1_467'],[],431,175,472
498,b0476,aes,['NC_000913.3_cds_NP_415009.1_468'],[],432,-1,473
499,b0477,gsk,['NC_000913.3_cds_NP_415010.1_469'],[],433,176,474
500,b0478,ybaL,['NC_000913.3_cds_NP_415011.1_470'],[],434,-1,475
501,b0479,fsr,['NC_000913.3_cds_NP_415012.1_471'],[],435,-1,476
502,b0480,ushA,['NC_000913.3_cds_NP_415013.1_472'],[],436,177,477
503,b0481,ybaK,['NC_000913.3_cds_NP_415014.1_473'],[],437,-1,478
504,b4585,chiX,[],[],-1,-1,-1
505,b0482,ybaP,['NC_000913.3_cds_NP_415015.1_474'],[],438,-1,479
506,b0483,ybaQ,['NC_000913.3_cds_NP_415016.4_475'],[],439,-1,480
507,b0484,copA,"['NC_000913.3_cds_NP_415017.1_476', 'NC_000913.3_cds_YP_009518752.1_477']",[],440,178,481
508,b0485,glsA,['NC_000913.3_cds_NP_415018.1_478'],[],441,179,482
509,b0486,ybaT,['NC_000913.3_cds_NP_415019.1_479'],[],442,-1,483
510,b0487,cueR,['NC_000913.3_cds_NP_415020.1_480'],[],443,-1,484
511,b0488,ybbJ,['NC_000913.3_cds_NP_415021.2_481'],[],444,-1,485
512,b0489,qmcA,['NC_000913.3_cds_NP_415022.1_482'],[],445,-1,486
513,b0490,fetA,['NC_000913.3_cds_NP_415023.1_483'],[],446,-1,487
514,b0491,fetB,['NC_000913.3_cds_NP_415024.4_484'],[],-1,-1,488
515,b0492,cnoX,['NC_000913.3_cds_NP_415025.4_485'],[],447,-1,489
516,b0493,ybbO,['NC_000913.3_cds_NP_415026.1_486'],[],448,180,490
517,b0494,tesA,['NC_000913.3_cds_NP_415027.1_487'],[],449,181,491
518,b0495,ybbA,['NC_000913.3_cds_NP_415028.1_488'],[],450,-1,492
519,b0496,ybbP,['NC_000913.3_cds_NP_415029.1_489'],[],451,-1,493
520,b0497,rhsD,['NC_000913.3_cds_NP_415030.1_490'],[],452,-1,494
521,b0498,ybbC,['NC_000913.3_cds_NP_415031.1_491'],[],453,-1,495
522,b0499,ylbH,[],[],454,-1,496
523,b0501,ybbD,[],[],455,-1,497
524,b4632,ylbI,[],[],-1,-1,498
525,b0502,ylbG,['NC_000913.3_cds_YP_009518753.1_492'],[],-1,-1,499
526,b0503,selU,['NC_000913.3_cds_NP_415036.1_493'],[],456,-1,500
527,b0504,allS,['NC_000913.3_cds_NP_415037.1_494'],[],457,-1,501
528,b0505,allA,['NC_000913.3_cds_NP_415038.1_495'],[],458,182,502
529,b0506,allR,['NC_000913.3_cds_NP_415039.1_496'],[],459,-1,503
530,b4831,allZ,[],[],-1,-1,-1
531,b0507,gcl,['NC_000913.3_cds_NP_415040.1_497'],[],460,183,504
532,b0508,hyi,['NC_000913.3_cds_NP_415041.1_498'],[],461,184,505
533,b0509,glxR,['NC_000913.3_cds_NP_415042.1_499'],[],462,185,506
534,b0511,ybbW,['NC_000913.3_cds_NP_415044.4_500'],[],463,186,507
535,b0512,allB,['NC_000913.3_cds_NP_415045.1_501'],[],464,187,508
536,b0513,ybbY,['NC_000913.3_cds_NP_415046.4_502'],[],465,-1,509
537,b0514,glxK,['NC_000913.3_cds_NP_415047.1_503'],[],466,188,510
538,b0515,allE,['NC_000913.3_cds_NP_415048.1_504'],[],467,189,511
539,b0516,allC,['NC_000913.3_cds_NP_415049.1_505'],[],468,190,512
540,b0517,allD,['NC_000913.3_cds_NP_415050.1_506'],[],469,191,513
541,b0518,fdrA,['NC_000913.3_cds_NP_415051.1_507'],[],470,-1,514
542,b4572,ylbE,['NC_000913.3_cds_YP_009029994.1_508'],[],471,-1,515
543,b0520,ylbF,['NC_000913.3_cds_NP_415053.1_509'],[],472,-1,516
544,b0521,ybcF,['NC_000913.3_cds_NP_415054.1_510'],[],473,192,517
545,b0522,purK,['NC_000913.3_cds_NP_415055.1_511'],[],474,193,518
546,b0523,purE,['NC_000913.3_cds_NP_415056.1_512'],[],475,194,519
547,b0524,lpxH,['NC_000913.3_cds_NP_415057.1_513'],[],476,195,520
548,b0525,ppiB,['NC_000913.3_cds_NP_415058.1_514'],[],477,-1,521
549,b0526,cysS,['NC_000913.3_cds_NP_415059.1_515'],[],478,-1,522
550,b0527,ybcI,['NC_000913.3_cds_NP_415060.1_516'],[],479,-1,523
551,b0528,ybcJ,['NC_000913.3_cds_NP_415061.2_517'],[],480,-1,524
552,b0529,folD,['NC_000913.3_cds_NP_415062.1_518'],[],481,196,525
553,b0530,sfmA,['NC_000913.3_cds_NP_415063.4_519'],[],482,-1,526
554,b0531,sfmC,['NC_000913.3_cds_NP_415064.1_520'],[],483,-1,527
555,b0532,sfmD,['NC_000913.3_cds_NP_415065.1_521'],[],484,-1,528
556,b0533,sfmH,['NC_000913.3_cds_NP_415066.2_522'],[],485,-1,529
557,b0534,sfmF,['NC_000913.3_cds_NP_415067.1_523'],[],486,-1,530
558,b0535,fimZ,['NC_000913.3_cds_NP_415068.1_524'],[],487,-1,531
559,b0536,argU,[],[],-1,-1,-1
560,b0537,intD,['NC_000913.3_cds_NP_415069.1_525'],[],488,-1,532
561,b4633,xisD,[],[],-1,-1,533
562,b0539,exoD,[],[],489,-1,534
563,b4508,peaD,[],[],490,-1,-1
564,b0542,renD,['NC_000913.3_cds_b0542_526'],[],491,-1,535
565,b0540,insE3,['NC_000913.3_cds_NP_415072.2_527'],[],-1,-1,536
566,b0541,insF3,['NC_000913.3_cds_NP_415073.1_528'],[],-1,-1,537
567,b0543,emrE,['NC_000913.3_cds_NP_415075.1_529'],[],492,197,538
568,b4733,ylcJ,['NC_000913.3_cds_YP_009518754.1_530'],[],-1,-1,539
569,b0544,ybcK,['NC_000913.3_cds_NP_415076.1_531'],[],493,-1,540
570,b0545,ybcL,['NC_000913.3_cds_NP_415077.1_532'],[],494,-1,541
571,b0546,ybcM,['NC_000913.3_cds_NP_415078.1_533'],[],495,-1,542
572,b4588,ylcH,['NC_000913.3_cds_YP_001165308.1_534'],[],-1,-1,543
573,b0547,ybcN,['NC_000913.3_cds_NP_415079.1_535'],[],496,-1,544
574,b0548,ninE,['NC_000913.3_cds_NP_415080.1_536'],[],497,-1,545
575,b0549,ybcO,['NC_000913.3_cds_NP_415081.1_537'],[],498,-1,546
576,b0550,rusA,['NC_000913.3_cds_NP_415082.1_538'],[],499,-1,547
577,b4509,ylcG,['NC_000913.3_cds_YP_588439.1_539'],[],500,-1,548
578,b0551,quuD,['NC_000913.3_cds_NP_415083.1_540'],[],501,-1,549
579,b0553,nmpC,['NC_000913.3_cds_b0553_541'],[],502,-1,550
580,b0552,insH2,['NC_000913.3_cds_NP_415084.2_542'],[],-1,-1,551
581,b0554,essD,['NC_000913.3_cds_NP_415086.1_543'],[],503,-1,552
582,b0555,rrrD,['NC_000913.3_cds_NP_415087.1_544'],[],504,-1,553
583,b0556,rzpD,['NC_000913.3_cds_NP_415088.1_545'],[],505,-1,554
584,b4510,rzoD,['NC_000913.3_cds_YP_588440.1_546'],[],506,-1,555
585,b0557,borD,['NC_000913.3_cds_NP_415089.1_547'],[],507,-1,556
586,b0558,ybcV,['NC_000913.3_cds_NP_415090.2_548'],[],508,-1,557
587,b0559,ybcW,['NC_000913.3_cds_NP_415091.1_549'],[],509,-1,558
588,b4589,ylcI,['NC_000913.3_cds_YP_001165309.1_550'],[],-1,-1,559
589,b0560,nohD,['NC_000913.3_cds_NP_415092.1_551'],[],510,-1,560
590,b4634,aaaD,[],[],-1,-1,561
591,b0561,tfaD,['NC_000913.3_cds_YP_009518755.1_552'],[],511,-1,562
592,b0562,ybcY,[],[],512,-1,563
593,b0563,tfaX,['NC_000913.3_cds_YP_009518756.1_553'],[],513,-1,564
594,b0564,appY,['NC_000913.3_cds_NP_415096.1_554'],[],514,-1,565
595,b0565,ompT,['NC_000913.3_cds_NP_415097.1_555'],[],515,-1,566
596,b0566,envY,['NC_000913.3_cds_NP_415098.1_556'],[],516,-1,567
597,b0567,ybcH,['NC_000913.3_cds_NP_415099.1_557'],[],517,-1,568
598,b0568,nfrA,['NC_000913.3_cds_NP_415100.1_558'],[],518,-1,569
599,b0569,nfrB,['NC_000913.3_cds_NP_415101.1_559'],[],519,-1,570
600,b0570,cusS,['NC_000913.3_cds_NP_415102.1_560'],[],520,-1,571
601,b0571,cusR,['NC_000913.3_cds_NP_415103.1_561'],[],521,-1,572
602,b0572,cusC,['NC_000913.3_cds_NP_415104.1_562'],[],522,198,573
603,b0573,cusF,['NC_000913.3_cds_NP_415105.1_563'],[],523,199,574
604,b0574,cusB,['NC_000913.3_cds_NP_415106.1_564'],[],524,200,575
605,b0575,cusA,['NC_000913.3_cds_NP_415107.1_565'],"[18, 19]",525,201,576
606,b0576,pheP,['NC_000913.3_cds_NP_415108.1_566'],[],526,202,577
607,b0577,ybdG,['NC_000913.3_cds_NP_415109.1_567'],[],527,203,578
608,b0578,nfsB,['NC_000913.3_cds_NP_415110.1_568'],[],528,204,579
609,b0579,ybdF,['NC_000913.3_cds_NP_415111.1_569'],[],529,-1,580
610,b0580,ybdJ,['NC_000913.3_cds_NP_415112.1_570'],[],530,-1,581
611,b0581,ybdK,['NC_000913.3_cds_NP_415113.1_571'],[],531,-1,582
612,b4835,sokE,[],[],-1,-1,-1
613,b4415,hokE,['NC_000913.3_cds_YP_025295.1_572'],[],532,-1,583
614,b0582,insL2,['NC_000913.3_cds_NP_415114.1_573'],[],-1,-1,584
615,b0583,entD,['NC_000913.3_cds_NP_415115.2_574'],[],533,205,585
616,b0584,fepA,['NC_000913.3_cds_NP_415116.1_575'],[],534,206,586
617,b0585,fes,['NC_000913.3_cds_NP_415117.2_576'],[],535,207,587
618,b4511,ybdZ,['NC_000913.3_cds_YP_588441.1_577'],[],536,-1,588
619,b0586,entF,['NC_000913.3_cds_NP_415118.1_578'],[],537,208,589
620,b0587,fepE,['NC_000913.3_cds_NP_415119.1_579'],[],538,-1,590
621,b0588,fepC,['NC_000913.3_cds_NP_415120.1_580'],[],539,209,591
622,b0589,fepG,['NC_000913.3_cds_NP_415121.1_581'],[],540,210,592
623,b0590,fepD,['NC_000913.3_cds_NP_415122.1_582'],[],541,211,593
624,b0591,entS,['NC_000913.3_cds_NP_415123.1_583'],[],542,212,594
625,b0592,fepB,['NC_000913.3_cds_NP_415124.1_584'],[],543,213,595
626,b0593,entC,['NC_000913.3_cds_NP_415125.1_585'],[],544,214,596
627,b0594,entE,['NC_000913.3_cds_NP_415126.1_586'],[],545,215,597
628,b0595,entB,['NC_000913.3_cds_NP_415127.1_587'],[],546,216,598
629,b0596,entA,['NC_000913.3_cds_NP_415128.1_588'],[],547,217,599
630,b0597,entH,['NC_000913.3_cds_NP_415129.1_589'],[],548,218,600
631,b0598,cstA,['NC_000913.3_cds_NP_415130.1_590'],[],549,-1,601
632,b4512,ybdD,['NC_000913.3_cds_YP_588442.1_591'],[],550,-1,602
633,b0599,hcxA,['NC_000913.3_cds_NP_415132.1_592'],[],551,-1,603
634,b0600,ybdL,['NC_000913.3_cds_NP_415133.1_593'],[],552,-1,604
635,b0601,ybdM,['NC_000913.3_cds_NP_415134.1_594'],[],553,-1,605
636,b0602,ybdN,['NC_000913.3_cds_NP_415135.1_595'],[],554,-1,606
637,b0603,ybdO,['NC_000913.3_cds_NP_415136.1_596'],[],555,-1,607
638,b0604,dsbG,['NC_000913.3_cds_NP_415137.2_597'],[],556,219,608
639,b0605,ahpC,['NC_000913.3_cds_NP_415138.1_598'],[],558,220,609
640,b0606,ahpF,['NC_000913.3_cds_NP_415139.2_599'],[],559,221,610
641,b0607,uspG,['NC_000913.3_cds_NP_415140.1_600'],[],560,-1,611
642,b0608,ybdR,['NC_000913.3_cds_NP_415141.1_601'],[],561,-1,612
643,b4734,yldA,['NC_000913.3_cds_YP_009518757.1_602'],[],-1,-1,613
644,b0610,rnk,['NC_000913.3_cds_NP_415143.1_603'],[],562,-1,614
645,b0611,rna,['NC_000913.3_cds_NP_415144.1_604'],[],563,-1,615
646,b0612,citT,['NC_000913.3_cds_NP_415145.1_605'],[],564,222,616
647,b0613,citG,['NC_000913.3_cds_NP_415146.1_606'],[],565,223,617
648,b0614,citX,['NC_000913.3_cds_NP_415147.1_607'],[],566,224,618
649,b0615,citF,['NC_000913.3_cds_NP_415148.1_608'],[],567,225,619
650,b0616,citE,['NC_000913.3_cds_NP_415149.4_609'],[],568,226,620
651,b0617,citD,['NC_000913.3_cds_NP_415150.1_610'],[],569,227,621
652,b0618,citC,['NC_000913.3_cds_NP_415151.4_611'],[],570,-1,622
653,b0619,dpiB,['NC_000913.3_cds_NP_415152.1_612'],[],571,-1,623
654,b0620,dpiA,['NC_000913.3_cds_NP_415153.1_613'],[],572,-1,624
655,b0621,dcuC,['NC_000913.3_cds_NP_415154.1_614'],[],573,228,625
656,b0622,pagP,['NC_000913.3_cds_NP_415155.1_615'],[],574,229,626
657,b0623,cspE,['NC_000913.3_cds_NP_415156.1_616'],[],575,-1,627
658,b0624,crcB,['NC_000913.3_cds_NP_415157.1_617'],[],576,230,628
659,b4581,ybeM,[],[],578,-1,629
660,b0627,tatE,['NC_000913.3_cds_NP_415160.1_618'],[],579,-1,630
661,b0628,lipA,['NC_000913.3_cds_NP_415161.1_619'],[],580,231,631
662,b0629,ybeF,['NC_000913.3_cds_NP_415162.4_620'],[],581,-1,632
663,b0630,lipB,['NC_000913.3_cds_NP_415163.2_621'],[],582,232,633
664,b0631,ybeD,['NC_000913.3_cds_NP_415164.1_622'],[],583,-1,634
665,b0632,dacA,['NC_000913.3_cds_NP_415165.1_623'],[],584,233,635
666,b0633,rlpA,['NC_000913.3_cds_NP_415166.1_624'],[],585,-1,636
667,b0634,mrdB,['NC_000913.3_cds_NP_415167.1_625'],[],586,-1,637
668,b0635,mrdA,['NC_000913.3_cds_NP_415168.1_626'],[],587,234,638
669,b0636,rlmH,['NC_000913.3_cds_NP_415169.1_627'],[],588,-1,639
670,b0637,rsfS,['NC_000913.3_cds_NP_415170.4_628'],[],589,-1,640
671,b0638,cobC,['NC_000913.3_cds_NP_415171.1_629'],[],590,235,641
672,b0639,nadD,['NC_000913.3_cds_NP_415172.1_630'],[],591,236,642
673,b0640,holA,['NC_000913.3_cds_NP_415173.1_631'],[],592,-1,643
674,b0641,lptE,['NC_000913.3_cds_NP_415174.1_632'],[],593,237,644
675,b0642,leuS,['NC_000913.3_cds_NP_415175.1_633'],[],594,-1,645
676,b0643,ybeL,['NC_000913.3_cds_NP_415176.1_634'],[],595,-1,646
677,b0644,ybeQ,['NC_000913.3_cds_NP_415177.4_635'],[],596,-1,647
678,b0645,ybeR,['NC_000913.3_cds_NP_415178.1_636'],[],597,-1,648
679,b0646,djlB,['NC_000913.3_cds_NP_415179.1_637'],[],598,-1,649
680,b0647,ybeT,['NC_000913.3_cds_NP_415180.1_638'],[],599,-1,650
681,b0648,ybeU,['NC_000913.3_cds_NP_415181.1_639'],[],600,-1,651
